"","name","sex","year","n"
"1","Isla","Female",2023,285
"2","Charlotte","Female",2023,279
"3","Amelia","Female",2023,271
"4","Harper","Female",2023,235
"5","Olivia","Female",2023,232
"6","Matilda","Female",2023,207
"7","Ivy","Female",2023,205
"8","Mia","Female",2023,203
"9","Willow","Female",2023,199
"10","Ava","Female",2023,196
"11","Hazel","Female",2023,193
"12","Sophie","Female",2023,189
"13","Ella","Female",2023,183
"14","Grace","Female",2023,180
"15","Lily","Female",2023,178
"16","Sophia","Female",2023,176
"17","Evelyn","Female",2023,170
"18","Isabella","Female",2023,168
"19","Violet","Female",2023,164
"20","Aria","Female",2023,155
"21","Lucy","Female",2023,151
"22","Daisy","Female",2023,149
"23","Mila","Female",2023,148
"24","Ruby","Female",2023,141
"25","Ellie","Female",2023,141
"26","Layla","Female",2023,139
"27","Florence","Female",2023,135
"28","Freya","Female",2023,130
"29","Evie","Female",2023,130
"30","Penelope","Female",2023,129
"31","Millie","Female",2023,128
"32","Luna","Female",2023,127
"33","Mackenzie","Female",2023,126
"34","Billie","Female",2023,126
"35","Chloe","Female",2023,125
"36","Aurora","Female",2023,124
"37","Elsie","Female",2023,121
"38","Georgia","Female",2023,119
"39","Audrey","Female",2023,116
"40","Sienna","Female",2023,114
"41","Sadie","Female",2023,110
"42","Zoe","Female",2023,108
"43","Eleanor","Female",2023,105
"44","Poppy","Female",2023,103
"45","Isabelle","Female",2023,102
"46","Ayla","Female",2023,102
"47","Abigail","Female",2023,99
"48","Harlow","Female",2023,98
"49","Scarlett","Female",2023,97
"50","Frankie","Female",2023,96
"51","Remi","Female",2023,94
"52","Emily","Female",2023,94
"53","Sofia","Female",2023,93
"54","Bonnie","Female",2023,93
"55","Olive","Female",2023,90
"56","Maeve","Female",2023,90
"57","Summer","Female",2023,89
"58","Hallie","Female",2023,89
"59","Alice","Female",2023,85
"60","Zara","Female",2023,83
"61","Eloise","Female",2023,83
"62","Phoebe","Female",2023,79
"63","Stella","Female",2023,78
"64","Harriet","Female",2023,77
"65","Delilah","Female",2023,75
"66","Elizabeth","Female",2023,75
"67","Hannah","Female",2023,72
"68","Lola","Female",2023,71
"69","Addison","Female",2023,71
"70","Maya","Female",2023,70
"71","Emma","Female",2023,70
"72","Pippa","Female",2023,69
"73","Athena","Female",2023,69
"74","Adeline","Female",2023,67
"75","Nora","Female",2023,66
"76","Emilia","Female",2023,66
"77","Maisie","Female",2023,63
"78","Octavia","Female",2023,62
"79","Paisley","Female",2023,61
"80","Rose","Female",2023,60
"81","Quinn","Female",2023,60
"82","Claire","Female",2023,60
"83","Savannah","Female",2023,59
"84","Eden","Female",2023,59
"85","Riley","Female",2023,58
"86","Piper","Female",2023,56
"87","Bella","Female",2023,56
"88","Thea","Female",2023,55
"89","Sage","Female",2023,55
"90","Lilly","Female",2023,55
"91","Gracie","Female",2023,54
"92","Elena","Female",2023,54
"93","Peyton","Female",2023,53
"94","Maggie","Female",2023,53
"95","Lainey","Female",2023,53
"96","Margot","Female",2023,52
"97","Aubrey","Female",2023,52
"98","Heidi","Female",2023,51
"99","Lillian","Female",2023,51
"100","Aaliyah","Female",2023,51
"101","Amelia","Female",2022,321
"102","Charlotte","Female",2022,308
"103","Isla","Female",2022,296
"104","Olivia","Female",2022,285
"105","Ava","Female",2022,250
"106","Mia","Female",2022,245
"107","Willow","Female",2022,233
"108","Matilda","Female",2022,232
"109","Lily","Female",2022,228
"110","Ella","Female",2022,216
"111","Ivy","Female",2022,208
"112","Sophie","Female",2022,204
"113","Harper","Female",2022,199
"114","Ruby","Female",2022,197
"115","Grace","Female",2022,194
"116","Evelyn","Female",2022,180
"117","Isabella","Female",2022,177
"118","Sophia","Female",2022,168
"119","Violet","Female",2022,162
"120","Hazel","Female",2022,161
"121","Luna","Female",2022,160
"122","Aurora","Female",2022,158
"123","Sienna","Female",2022,157
"124","Evie","Female",2022,150
"125","Mila","Female",2022,145
"126","Aria","Female",2022,144
"127","Freya","Female",2022,142
"128","Layla","Female",2022,141
"129","Chloe","Female",2022,138
"130","Lucy","Female",2022,135
"131","Penelope","Female",2022,133
"132","Georgia","Female",2022,132
"133","Ellie","Female",2022,132
"134","Florence","Female",2022,132
"135","Elsie","Female",2022,129
"136","Daisy","Female",2022,127
"137","Audrey","Female",2022,123
"138","Zoe","Female",2022,122
"139","Frankie","Female",2022,122
"140","Poppy","Female",2022,119
"141","Eleanor","Female",2022,119
"142","Millie","Female",2022,117
"143","Scarlett","Female",2022,114
"144","Abigail","Female",2022,110
"145","Remi","Female",2022,105
"146","Sadie","Female",2022,105
"147","Maeve","Female",2022,103
"148","Isabelle","Female",2022,103
"149","Sofia","Female",2022,102
"150","Alice","Female",2022,102
"151","Mackenzie","Female",2022,101
"152","Eloise","Female",2022,100
"153","Zara","Female",2022,99
"154","Emily","Female",2022,99
"155","Hallie","Female",2022,95
"156","Ayla","Female",2022,94
"157","Lola","Female",2022,92
"158","Piper","Female",2022,91
"159","Hannah","Female",2022,90
"160","Bonnie","Female",2022,89
"161","Stella","Female",2022,86
"162","Olive","Female",2022,83
"163","Harriet","Female",2022,83
"164","Charlie","Female",2022,83
"165","Delilah","Female",2022,82
"166","Billie","Female",2022,81
"167","Maya","Female",2022,80
"168","Addison","Female",2022,80
"169","Summer","Female",2022,79
"170","Emma","Female",2022,78
"171","Emilia","Female",2022,77
"172","Harlow","Female",2022,73
"173","Savannah","Female",2022,72
"174","Lilly","Female",2022,71
"175","Adeline","Female",2022,69
"176","Peyton","Female",2022,68
"177","Phoebe","Female",2022,68
"178","Gracie","Female",2022,67
"179","Athena","Female",2022,67
"180","Thea","Female",2022,66
"181","Rosie","Female",2022,65
"182","Quinn","Female",2022,65
"183","Eva","Female",2022,65
"184","Elizabeth","Female",2022,65
"185","Eden","Female",2022,63
"186","Claire","Female",2022,62
"187","Bella","Female",2022,62
"188","Rose","Female",2022,61
"189","Heidi","Female",2022,61
"190","Pippa","Female",2022,60
"191","Imogen","Female",2022,60
"192","Margot","Female",2022,59
"193","Madeline","Female",2022,55
"194","Jasmine","Female",2022,54
"195","Arabella","Female",2022,54
"196","Sage","Female",2022,53
"197","Skylar","Female",2022,52
"198","Maggie","Female",2022,52
"199","Brooklyn","Female",2022,52
"200","Hayley","Female",2022,51
"201","Isla","Female",2021,347
"202","Olivia","Female",2021,320
"203","Charlotte","Female",2021,307
"204","Willow","Female",2021,288
"205","Mia","Female",2021,286
"206","Ava","Female",2021,285
"207","Grace","Female",2021,279
"208","Amelia","Female",2021,276
"209","Matilda","Female",2021,224
"210","Lily","Female",2021,215
"211","Ivy","Female",2021,211
"212","Harper","Female",2021,210
"213","Ella","Female",2021,206
"214","Sophie","Female",2021,198
"215","Evie","Female",2021,189
"216","Ruby","Female",2021,185
"217","Evelyn","Female",2021,182
"218","Isabella","Female",2021,173
"219","Frankie","Female",2021,172
"220","Lucy","Female",2021,171
"221","Chloe","Female",2021,168
"222","Mila","Female",2021,164
"223","Sophia","Female",2021,160
"224","Georgia","Female",2021,157
"225","Violet","Female",2021,155
"226","Layla","Female",2021,155
"227","Ellie","Female",2021,153
"228","Aria","Female",2021,152
"229","Luna","Female",2021,149
"230","Audrey","Female",2021,142
"231","Scarlett","Female",2021,141
"232","Zoe","Female",2021,137
"233","Hazel","Female",2021,133
"234","Elsie","Female",2021,132
"235","Penelope","Female",2021,131
"236","Alice","Female",2021,130
"237","Poppy","Female",2021,128
"238","Sienna","Female",2021,127
"239","Aurora","Female",2021,125
"240","Freya","Female",2021,124
"241","Florence","Female",2021,123
"242","Isabelle","Female",2021,122
"243","Hannah","Female",2021,121
"244","Abigail","Female",2021,119
"245","MacKenzie","Female",2021,118
"246","Daisy","Female",2021,114
"247","Emily","Female",2021,110
"248","Eleanor","Female",2021,108
"249","Ayla","Female",2021,107
"250","Maya","Female",2021,97
"251","Emilia","Female",2021,97
"252","Savannah","Female",2021,95
"253","Billie","Female",2021,95
"254","Eloise","Female",2021,94
"255","Sadie","Female",2021,93
"256","Bonnie","Female",2021,93
"257","Remi","Female",2021,92
"258","Emma","Female",2021,92
"259","Stella","Female",2021,90
"260","Summer","Female",2021,89
"261","Harriet","Female",2021,87
"262","Sofia","Female",2021,86
"263","Addison","Female",2021,86
"264","Peyton","Female",2021,84
"265","Piper","Female",2021,84
"266","Elizabeth","Female",2021,84
"267","Lola","Female",2021,79
"268","Phoebe","Female",2021,79
"269","Charlie","Female",2021,79
"270","Millie","Female",2021,77
"271","Imogen","Female",2021,77
"272","Maddison","Female",2021,76
"273","Harlow","Female",2021,76
"274","Delilah","Female",2021,76
"275","Olive","Female",2021,75
"276","Bella","Female",2021,75
"277","Claire","Female",2021,75
"278","Zara","Female",2021,71
"279","Quinn","Female",2021,71
"280","Hallie","Female",2021,69
"281","Thea","Female",2021,68
"282","Pippa","Female",2021,67
"283","Jasmine","Female",2021,67
"284","Adeline","Female",2021,66
"285","Lyla","Female",2021,64
"286","Eva","Female",2021,64
"287","Rosie","Female",2021,63
"288","Lilly","Female",2021,63
"289","Indiana","Female",2021,63
"290","Octavia","Female",2021,61
"291","Maeve","Female",2021,61
"292","Eden","Female",2021,61
"293","Gracie","Female",2021,61
"294","Aaliyah","Female",2021,61
"295","Brooklyn","Female",2021,60
"296","Heidi","Female",2021,58
"297","Aubrey","Female",2021,58
"298","Lillian","Female",2021,57
"299","Maggie","Female",2021,57
"300","Rose","Female",2021,56
"301","Charlotte","Female",2020,359
"302","Olivia","Female",2020,320
"303","Isla","Female",2020,319
"304","Amelia","Female",2020,295
"305","Mia","Female",2020,256
"306","Ava","Female",2020,247
"307","Harper","Female",2020,227
"308","Willow","Female",2020,226
"309","Grace","Female",2020,222
"310","Sophie","Female",2020,206
"311","Ivy","Female",2020,205
"312","Isabella","Female",2020,204
"313","Evelyn","Female",2020,189
"314","Ella","Female",2020,189
"315","Evie","Female",2020,189
"316","Matilda","Female",2020,187
"317","Lily","Female",2020,187
"318","Ruby","Female",2020,179
"319","Lucy","Female",2020,173
"320","Chloe","Female",2020,173
"321","Sophia","Female",2020,162
"322","Frankie","Female",2020,154
"323","Violet","Female",2020,142
"324","Mila","Female",2020,142
"325","Emily","Female",2020,138
"326","Zoe","Female",2020,137
"327","Hannah","Female",2020,137
"328","Georgia","Female",2020,136
"329","Freya","Female",2020,130
"330","Elsie","Female",2020,128
"331","Hazel","Female",2020,128
"332","Layla","Female",2020,127
"333","Aria","Female",2020,125
"334","Scarlett","Female",2020,124
"335","Audrey","Female",2020,124
"336","Mackenzie","Female",2020,122
"337","Ellie","Female",2020,121
"338","Aurora","Female",2020,121
"339","Alice","Female",2020,120
"340","Isabelle","Female",2020,119
"341","Abigail","Female",2020,116
"342","Sienna","Female",2020,114
"343","Luna","Female",2020,114
"344","Florence","Female",2020,108
"345","Penelope","Female",2020,105
"346","Poppy","Female",2020,104
"347","Addison","Female",2020,102
"348","Eleanor","Female",2020,98
"349","Zara","Female",2020,96
"350","Emilia","Female",2020,96
"351","Thea","Female",2020,93
"352","Billie","Female",2020,93
"353","Phoebe","Female",2020,90
"354","Ayla","Female",2020,90
"355","Harriet","Female",2020,87
"356","Emma","Female",2020,87
"357","Savannah","Female",2020,84
"358","Summer","Female",2020,83
"359","Peyton","Female",2020,83
"360","Imogen","Female",2020,81
"361","Daisy","Female",2020,81
"362","Elizabeth","Female",2020,80
"363","Eloise","Female",2020,79
"364","Claire","Female",2020,79
"365","Adeline","Female",2020,79
"366","Stella","Female",2020,76
"367","Remi","Female",2020,76
"368","Millie","Female",2020,75
"369","Jasmine","Female",2020,74
"370","Delilah","Female",2020,74
"371","Bonnie","Female",2020,74
"372","Piper","Female",2020,73
"373","Sadie","Female",2020,70
"374","Eva","Female",2020,70
"375","Indiana","Female",2020,69
"376","Quinn","Female",2020,68
"377","Sofia","Female",2020,68
"378","Olive","Female",2020,67
"379","Holly","Female",2020,64
"380","Aubrey","Female",2020,63
"381","Aaliyah","Female",2020,63
"382","Brooklyn","Female",2020,62
"383","Harlow","Female",2020,61
"384","Bella","Female",2020,60
"385","Lola","Female",2020,59
"386","Rose","Female",2020,58
"387","Lilly","Female",2020,55
"388","Hallie","Female",2020,55
"389","Pippa","Female",2020,54
"390","Charlie","Female",2020,54
"391","Maggie","Female",2020,53
"392","Clara","Female",2020,53
"393","Chelsea","Female",2020,53
"394","Paige","Female",2020,52
"395","Lillian","Female",2020,52
"396","Eliza","Female",2020,52
"397","Annabelle","Female",2020,52
"398","Rosie","Female",2020,51
"399","Hayley","Female",2020,51
"400","Maddison","Female",2020,50
"401","Elena","Female",2020,50
"402","Gracie","Female",2020,50
"403","Olivia","Female",2019,313
"404","Charlotte","Female",2019,312
"405","Amelia","Female",2019,305
"406","Willow","Female",2019,293
"407","Ava","Female",2019,286
"408","Isla","Female",2019,279
"409","Mia","Female",2019,261
"410","Harper","Female",2019,241
"411","Grace","Female",2019,231
"412","Matilda","Female",2019,219
"413","Ivy","Female",2019,215
"414","Isabella","Female",2019,210
"415","Sophie","Female",2019,208
"416","Ella","Female",2019,207
"417","Ruby","Female",2019,205
"418","Evie","Female",2019,198
"419","Sophia","Female",2019,181
"420","Evelyn","Female",2019,181
"421","Emily","Female",2019,178
"422","Georgia","Female",2019,178
"423","Chloe","Female",2019,173
"424","Layla","Female",2019,165
"425","Aria","Female",2019,164
"426","Mila","Female",2019,154
"427","Abigail","Female",2019,153
"428","Zoe","Female",2019,151
"429","Lucy","Female",2019,151
"430","Sienna","Female",2019,150
"431","Lily","Female",2019,146
"432","Scarlett","Female",2019,142
"433","Frankie","Female",2019,142
"434","Violet","Female",2019,131
"435","Zara","Female",2019,124
"436","Penelope","Female",2019,124
"437","Hannah","Female",2019,122
"438","Aurora","Female",2019,121
"439","Emma","Female",2019,120
"440","Hazel","Female",2019,117
"441","Ellie","Female",2019,114
"442","Isabelle","Female",2019,111
"443","Alice","Female",2019,111
"444","Audrey","Female",2019,109
"445","Summer","Female",2019,108
"446","Poppy","Female",2019,107
"447","Mackenzie","Female",2019,107
"448","Luna","Female",2019,102
"449","Savannah","Female",2019,99
"450","Elsie","Female",2019,98
"451","Sofia","Female",2019,94
"452","Eva","Female",2019,94
"453","Piper","Female",2019,93
"454","Stella","Female",2019,92
"455","Freya","Female",2019,91
"456","Lilly","Female",2019,87
"457","Harriet","Female",2019,87
"458","Phoebe","Female",2019,84
"459","Eleanor","Female",2019,84
"460","Claire","Female",2019,84
"461","Lola","Female",2019,83
"462","Imogen","Female",2019,83
"463","Florence","Female",2019,83
"464","Elizabeth","Female",2019,83
"465","Eloise","Female",2019,83
"466","Millie","Female",2019,82
"467","Ayla","Female",2019,81
"468","Daisy","Female",2019,76
"469","Charlie","Female",2019,73
"470","Thea","Female",2019,71
"471","Emilia","Female",2019,71
"472","Maddison","Female",2019,69
"473","Jasmine","Female",2019,69
"474","Heidi","Female",2019,69
"475","Maya","Female",2019,68
"476","Annabelle","Female",2019,68
"477","Bella","Female",2019,67
"478","Delilah","Female",2019,67
"479","Rose","Female",2019,66
"480","Peyton","Female",2019,66
"481","Olive","Female",2019,64
"482","Madison","Female",2019,64
"483","Maisie","Female",2019,64
"484","Aaliyah","Female",2019,64
"485","Addison","Female",2019,64
"486","Bonnie","Female",2019,64
"487","Sarah","Female",2019,63
"488","Paige","Female",2019,61
"489","Lacey","Female",2019,60
"490","Eden","Female",2019,60
"491","Chelsea","Female",2019,60
"492","Sadie","Female",2019,59
"493","Aubrey","Female",2019,58
"494","Remi","Female",2019,57
"495","Nevaeh","Female",2019,57
"496","Maggie","Female",2019,57
"497","Adeline","Female",2019,57
"498","Pippa","Female",2019,56
"499","Hayley","Female",2019,56
"500","Brooklyn","Female",2019,56
"501","Madeline","Female",2019,55
"502","Lillian","Female",2019,55
"503","Alexis","Female",2019,55
"504","Charlotte","Female",2018,408
"505","Ava","Female",2018,350
"506","Isla","Female",2018,312
"507","Olivia","Female",2018,306
"508","Amelia","Female",2018,283
"509","Mia","Female",2018,261
"510","Harper","Female",2018,259
"511","Willow","Female",2018,253
"512","Grace","Female",2018,229
"513","Evelyn","Female",2018,225
"514","Isabella","Female",2018,216
"515","Sophie","Female",2018,213
"516","Ella","Female",2018,210
"517","Matilda","Female",2018,207
"518","Ruby","Female",2018,199
"519","Evie","Female",2018,197
"520","Ivy","Female",2018,196
"521","Chloe","Female",2018,191
"522","Georgia","Female",2018,190
"523","Lucy","Female",2018,185
"524","Emily","Female",2018,182
"525","Sophia","Female",2018,177
"526","Aria","Female",2018,175
"527","Hannah","Female",2018,167
"528","Layla","Female",2018,159
"529","Lily","Female",2018,153
"530","Zoe","Female",2018,152
"531","Scarlett","Female",2018,149
"532","Abigail","Female",2018,149
"533","Frankie","Female",2018,147
"534","Sienna","Female",2018,136
"535","Emma","Female",2018,135
"536","Mila","Female",2018,134
"537","Zara","Female",2018,133
"538","Isabelle","Female",2018,130
"539","Alice","Female",2018,123
"540","Poppy","Female",2018,117
"541","Penelope","Female",2018,114
"542","Aurora","Female",2018,111
"543","Violet","Female",2018,110
"544","Mackenzie","Female",2018,109
"545","Elizabeth","Female",2018,100
"546","Eva","Female",2018,100
"547","Eleanor","Female",2018,97
"548","Savannah","Female",2018,96
"549","Stella","Female",2018,94
"550","Thea","Female",2018,93
"551","Ellie","Female",2018,93
"552","Florence","Female",2018,93
"553","Audrey","Female",2018,93
"554","Maddison","Female",2018,92
"555","Elsie","Female",2018,92
"556","Summer","Female",2018,90
"557","Piper","Female",2018,89
"558","Rose","Female",2018,88
"559","Alexis","Female",2018,88
"560","Hazel","Female",2018,86
"561","Harriet","Female",2018,85
"562","Luna","Female",2018,84
"563","Addison","Female",2018,84
"564","Sofia","Female",2018,81
"565","Peyton","Female",2018,81
"566","Freya","Female",2018,81
"567","Emilia","Female",2018,79
"568","Ayla","Female",2018,78
"569","Annabelle","Female",2018,77
"570","Claire","Female",2018,77
"571","Lilly","Female",2018,76
"572","Imogen","Female",2018,75
"573","Millie","Female",2018,74
"574","Adeline","Female",2018,74
"575","Daisy","Female",2018,74
"576","Phoebe","Female",2018,73
"577","Quinn","Female",2018,70
"578","Madison","Female",2018,70
"579","Eloise","Female",2018,70
"580","Jasmine","Female",2018,69
"581","Holly","Female",2018,68
"582","Harlow","Female",2018,65
"583","Olive","Female",2018,64
"584","Chelsea","Female",2018,64
"585","Brooklyn","Female",2018,63
"586","Bella","Female",2018,63
"587","Lola","Female",2018,62
"588","Anna","Female",2018,62
"589","Paige","Female",2018,61
"590","Pippa","Female",2018,61
"591","Charlie","Female",2018,61
"592","Aaliyah","Female",2018,60
"593","Bonnie","Female",2018,59
"594","Sarah","Female",2018,56
"595","Heidi","Female",2018,56
"596","Hayley","Female",2018,55
"597","Billie","Female",2018,55
"598","Indiana","Female",2018,54
"599","Eden","Female",2018,54
"600","Maya","Female",2018,53
"601","Clara","Female",2018,53
"602","Delilah","Female",2018,53
"603","Nevaeh","Female",2018,52
"604","Maggie","Female",2018,52
"605","Nevaeh","Female",2018,52
"606","Elena","Female",2018,52
"607","Charlotte","Female",2017,384
"608","Olivia","Female",2017,335
"609","Ava","Female",2017,305
"610","Amelia","Female",2017,303
"611","Mia","Female",2017,287
"612","Isla","Female",2017,282
"613","Harper","Female",2017,244
"614","Grace","Female",2017,239
"615","Ivy","Female",2017,232
"616","Evelyn","Female",2017,231
"617","Ella","Female",2017,229
"618","Willow","Female",2017,228
"619","Sophie","Female",2017,217
"620","Chloe","Female",2017,217
"621","Ruby","Female",2017,211
"622","Evie","Female",2017,203
"623","Emily","Female",2017,192
"624","Aria","Female",2017,186
"625","Georgia","Female",2017,184
"626","Lucy","Female",2017,183
"627","Isabella","Female",2017,183
"628","Lily","Female",2017,176
"629","Layla","Female",2017,170
"630","Matilda","Female",2017,163
"631","Zoe","Female",2017,162
"632","Sophia","Female",2017,162
"633","Scarlett","Female",2017,158
"634","Zara","Female",2017,148
"635","Sienna","Female",2017,146
"636","Hannah","Female",2017,135
"637","Abigail","Female",2017,135
"638","Piper","Female",2017,133
"639","Isabelle","Female",2017,128
"640","Emma","Female",2017,119
"641","Mackenzie","Female",2017,117
"642","Savannah","Female",2017,115
"643","Violet","Female",2017,115
"644","Mila","Female",2017,112
"645","Frankie","Female",2017,104
"646","Eva","Female",2017,103
"647","Poppy","Female",2017,100
"648","Audrey","Female",2017,100
"649","Alexis","Female",2017,97
"650","Addison","Female",2017,95
"651","Penelope","Female",2017,94
"652","Aurora","Female",2017,94
"653","Annabelle","Female",2017,92
"654","Alice","Female",2017,91
"655","Elizabeth","Female",2017,90
"656","Summer","Female",2017,87
"657","Ayla","Female",2017,86
"658","Maddison","Female",2017,83
"659","Phoebe","Female",2017,83
"660","Ellie","Female",2017,83
"661","Jasmine","Female",2017,82
"662","Peyton","Female",2017,80
"663","Freya","Female",2017,80
"664","Hazel","Female",2017,79
"665","Elsie","Female",2017,79
"666","Madison","Female",2017,75
"667","Emilia","Female",2017,74
"668","Eloise","Female",2017,73
"669","Claire","Female",2017,72
"670","Daisy","Female",2017,71
"671","Eleanor","Female",2017,69
"672","Eden","Female",2017,69
"673","Lilly","Female",2017,68
"674","Imogen","Female",2017,68
"675","Bella","Female",2017,68
"676","Chelsea","Female",2017,67
"677","Charlie","Female",2017,67
"678","Thea","Female",2017,66
"679","Stella","Female",2017,66
"680","Rose","Female",2017,66
"681","Paige","Female",2017,65
"682","Sofia","Female",2017,64
"683","Luna","Female",2017,63
"684","Maya","Female",2017,63
"685","Harlow","Female",2017,63
"686","Eliza","Female",2017,63
"687","Lacey","Female",2017,62
"688","Quinn","Female",2017,62
"689","Heidi","Female",2017,62
"690","Aaliyah","Female",2017,60
"691","Brooklyn","Female",2017,60
"692","Harriet","Female",2017,59
"693","Hayley","Female",2017,59
"694","Pippa","Female",2017,57
"695","Molly","Female",2017,57
"696","Lola","Female",2017,57
"697","Lara","Female",2017,57
"698","Florence","Female",2017,57
"699","Holly","Female",2017,56
"700","Millie","Female",2017,55
"701","Amity","Female",2017,55
"702","Madeline","Female",2017,52
"703","Indiana","Female",2017,52
"704","Madeleine","Female",2017,50
"705","Billie","Female",2017,50
"706","Ariana","Female",2017,50
"707","Charlotte","Female",2016,451
"708","Mia","Female",2016,349
"709","Olivia","Female",2016,333
"710","Ava","Female",2016,330
"711","Amelia","Female",2016,304
"712","Isla","Female",2016,296
"713","Sophie","Female",2016,263
"714","Grace","Female",2016,262
"715","Emily","Female",2016,257
"716","Evelyn","Female",2016,254
"717","Chloe","Female",2016,242
"718","Evie","Female",2016,237
"719","Harper","Female",2016,235
"720","Isabella","Female",2016,232
"721","Ella","Female",2016,225
"722","Willow","Female",2016,213
"723","Ruby","Female",2016,206
"724","Ivy","Female",2016,202
"725","Matilda","Female",2016,200
"726","Georgia","Female",2016,198
"727","Lucy","Female",2016,197
"728","Lily","Female",2016,192
"729","Sienna","Female",2016,191
"730","Sophia","Female",2016,189
"731","Aria","Female",2016,189
"732","Scarlett","Female",2016,183
"733","Zoe","Female",2016,164
"734","Hannah","Female",2016,156
"735","Emma","Female",2016,147
"736","Abigail","Female",2016,144
"737","Layla","Female",2016,143
"738","Zara","Female",2016,132
"739","Isabelle","Female",2016,132
"740","Violet","Female",2016,128
"741","Piper","Female",2016,125
"742","Eva","Female",2016,124
"743","Maddison","Female",2016,119
"744","Frankie","Female",2016,116
"745","Summer","Female",2016,110
"746","Mackenzie","Female",2016,106
"747","Alexis","Female",2016,106
"748","Chelsea","Female",2016,105
"749","Savannah","Female",2016,101
"750","Mila","Female",2016,100
"751","Jasmine","Female",2016,100
"752","Audrey","Female",2016,100
"753","Ellie","Female",2016,98
"754","Penelope","Female",2016,96
"755","Elizabeth","Female",2016,96
"756","Stella","Female",2016,95
"757","Annabelle","Female",2016,95
"758","Claire","Female",2016,95
"759","Lilly","Female",2016,90
"760","Aurora","Female",2016,89
"761","Alice","Female",2016,87
"762","Phoebe","Female",2016,86
"763","Paige","Female",2016,85
"764","Madison","Female",2016,83
"765","Imogen","Female",2016,82
"766","Eloise","Female",2016,82
"767","Peyton","Female",2016,79
"768","Poppy","Female",2016,79
"769","Eden","Female",2016,79
"770","Indiana","Female",2016,77
"771","Addison","Female",2016,77
"772","Charlie","Female",2016,77
"773","Sofia","Female",2016,76
"774","Thea","Female",2016,74
"775","Holly","Female",2016,74
"776","Eleanor","Female",2016,73
"777","Sarah","Female",2016,71
"778","Bella","Female",2016,71
"779","Hayley","Female",2016,70
"780","Brooklyn","Female",2016,70
"781","Harriet","Female",2016,69
"782","Jessica","Female",2016,68
"783","Aaliyah","Female",2016,66
"784","Quinn","Female",2016,63
"785","Lillian","Female",2016,63
"786","Ayla","Female",2016,63
"787","Elsie","Female",2016,62
"788","Hazel","Female",2016,62
"789","Indie","Female",2016,61
"790","Eliza","Female",2016,59
"791","Rose","Female",2016,58
"792","Emilia","Female",2016,58
"793","Freya","Female",2016,57
"794","Maya","Female",2016,55
"795","Lola","Female",2016,54
"796","Lacey","Female",2016,53
"797","Anna","Female",2016,53
"798","Daisy","Female",2016,53
"799","Bonnie","Female",2016,52
"800","Olive","Female",2016,51
"801","Billie","Female",2016,51
"802","Indi","Female",2016,50
"803","Elise","Female",2016,50
"804","Amber","Female",2016,50
"805","Nevaeh","Female",2016,49
"806","Marley","Female",2016,49
"807","Charlotte","Female",2015,415
"808","Olivia","Female",2015,357
"809","Amelia","Female",2015,344
"810","Ava","Female",2015,322
"811","Mia","Female",2015,314
"812","Emily","Female",2015,280
"813","Sophie","Female",2015,276
"814","Grace","Female",2015,260
"815","Ella","Female",2015,248
"816","Ruby","Female",2015,245
"817","Isabella","Female",2015,236
"818","Isla","Female",2015,232
"819","Scarlett","Female",2015,223
"820","Evie","Female",2015,222
"821","Chloe","Female",2015,213
"822","Harper","Female",2015,210
"823","Matilda","Female",2015,209
"824","Ivy","Female",2015,206
"825","Sophia","Female",2015,202
"826","Willow","Female",2015,192
"827","Evelyn","Female",2015,192
"828","Lucy","Female",2015,184
"829","Georgia","Female",2015,183
"830","Sienna","Female",2015,179
"831","Lily","Female",2015,178
"832","Emma","Female",2015,165
"833","Layla","Female",2015,160
"834","Hannah","Female",2015,160
"835","Zoe","Female",2015,152
"836","Abigail","Female",2015,151
"837","Aria","Female",2015,146
"838","Zara","Female",2015,138
"839","Mackenzie","Female",2015,133
"840","Eva","Female",2015,133
"841","Summer","Female",2015,127
"842","Alexis","Female",2015,125
"843","Isabelle","Female",2015,122
"844","Maddison","Female",2015,121
"845","Imogen","Female",2015,116
"846","Alice","Female",2015,114
"847","Savannah","Female",2015,108
"848","Mila","Female",2015,105
"849","Violet","Female",2015,104
"850","Annabelle","Female",2015,99
"851","Chelsea","Female",2015,97
"852","Madison","Female",2015,96
"853","Piper","Female",2015,95
"854","Phoebe","Female",2015,94
"855","Elizabeth","Female",2015,93
"856","Stella","Female",2015,92
"857","Audrey","Female",2015,92
"858","Claire","Female",2015,88
"859","Jessica","Female",2015,88
"860","Penelope","Female",2015,86
"861","Ellie","Female",2015,86
"862","Peyton","Female",2015,85
"863","Lilly","Female",2015,85
"864","Jasmine","Female",2015,82
"865","Poppy","Female",2015,81
"866","Hayley","Female",2015,81
"867","Eloise","Female",2015,81
"868","Frankie","Female",2015,81
"869","Addison","Female",2015,80
"870","Indiana","Female",2015,80
"871","Aurora","Female",2015,78
"872","Paige","Female",2015,75
"873","Bella","Female",2015,75
"874","Holly","Female",2015,73
"875","Lola","Female",2015,72
"876","Sofia","Female",2015,71
"877","Ariana","Female",2015,71
"878","Heidi","Female",2015,69
"879","Ayla","Female",2015,69
"880","Sarah","Female",2015,65
"881","Lillian","Female",2015,65
"882","Eden","Female",2015,64
"883","Rose","Female",2015,63
"884","Maya","Female",2015,60
"885","Charlie","Female",2015,60
"886","Anna","Female",2015,59
